Title,Movie ID,Genre,Production Company,Budget,Revenue,Overview,Release Date
X+Y,278236,Drama,Original Pictures,0,0,A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.,2015-03-13
Macbeth,225728,History,Anton Capital Entertainment (ACE),15000000,12601706,"Feature film adaptation of Shakespeare's Scottish play about General Macbeth whose ambitious wife urges him to use wicked means in order to gain power of the throne over the sitting king, Duncan.",2015-08-16
Criminal Activities,334527,Thriller,NeeNee Productions,7000000,0,Four young men make a risky investment together that puts them in trouble with the mob.,2015-11-20
Mythica: The Darkspore,347096,Action,Arrowstorm Entertainment,0,0,"When Teela’s sister is murdered and a powerful relic stolen, Marek and her friends face a sinister new enemy – Kishkumen, a foreign mystic bent on reclaiming the Darkspore for his master Szorlok. Armed with twin maps, Marek and her team race Kishkumen and his horde through creature-infested lands, to a long abandoned underground city – all the while pursued by bounty hunters intent on returning Marek to slavery.",2015-06-24
400 Days,332502,Mystery,New Artists Alliance,0,0,"4 would be astronauts spend 400 days in a land locked space simulator to test the psychological effects of deep space travel but, when something goes terribly wrong and they are forced to leave the simulation, they discover that everything on earth has changed. Is this real or is the simulation on a higher level than they could have ever imagined?",2015-10-29
Manglehorn,254905,Drama,Worldview Entertainment,4000000,143101,"AJ Manglehorn is an aging, ordinary guy in a small town. He nurses his sick cat, squeezes out a conversation with the local bank teller every Friday, and eats at the same place every day.  But there is more to Manglehorn than meets the eye: he’s an ex-con who, 40 years ago, gave up the woman of his dreams for a big ‘job’. He now obsesses daily over the choices he made. After a dramatic effort to start over, Manglehorn faces a terrifying moment and is unmasked as a guy with a very, very dark past.",2015-06-03
Frozen Fever,326359,Adventure,Walt Disney Pictures,0,0,"On Anna's birthday, Elsa and Kristoff are determined to give her the best celebration ever, but Elsa's icy powers may put more than just the party at risk.",2015-03-09
By the Sea,314385,Drama,Pellikola,10000000,3727746,"Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner.",2015-11-12
No Escape,192141,Action,Living Films,5000000,54418872,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",2015-08-26
Danny Collins,256924,Comedy,ShivHans Pictures,10000000,10835752,An ageing rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,2015-03-19
The Wave,336882,Action,Film Väst,5904067,12975143,"Based on the fact that mountain party Åkneset, located in the Geiranger fjord in Norway, one day will race out and create a violent tsunami of over 80 meters that will crush everything in its path before it hits land in Geiranger. A geologist gets caught in the middle of it and a race against time begins.",2015-08-28
Air,284674,Science Fiction,Oddfellows Entertainment,0,0,"In the near future, breathable air is nonexistent. Virtually all of humanity has disappeared, and those chosen to reestablish society reside in a controlled state of suspended animation. Two engineers tasked with guarding the last hope for mankind struggle to preserve their own sanity and lives while administering to the vital task at hand.",2015-08-14
Justice League: Gods and Monsters,323027,Action,Warner Home Video,0,0,"In an alternate universe, very different versions of DC's Trinity fight against the government after they are framed for an embassy bombing.",2015-07-28
Colonia,318781,Thriller,Majestic Filmproduktion,14000000,3621046,"A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody ever escaped from.",2015-09-13
Infini,301728,Horror,Storm Alley Entertainment,0,0,"A search and rescue team are transported through deep space to a distant mining colony to save the sole survivor of a biological outbreak.  During their mission, they find a lethal weapon which is set to arrive on Earth within the hour.",2015-05-08
The Final Girls,293970,Comedy,Ulterior Productions,0,0,"A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",2015-10-09
Absolutely Anything,86828,Comedy,Phoenix Pictures,0,7200039,Eccentric aliens give a man the power to do anything he wants to determine if Earth is worth saving.,2015-06-26
The Vatican Tapes,157544,Thriller,Lionsgate,13000000,1784763,"In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.",2015-07-24
The Escort,351964,Drama,Skyhook Productions,0,0,"Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",2015-06-15
Irrational Man,282984,Drama,Perdido Productions,11000000,27391084,"On a small town college campus, a philosophy professor in existential crisis gives his life new purpose when he enters into a relationship with his student.",2015-07-17
True Story,245706,Crime,Plan B Entertainment,0,4719695,"A drama centered around the relationship between journalist Michael Finkel and Christian Longo, an FBI Most Wanted List murderer who for years lived outside the U.S. under Finkel's name.",2015-04-17
A Walk in the Woods,232572,Adventure,Wildwood Enterprises,8000000,35991087,"After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.",2015-09-02
Look Who's Back,318917,Comedy,Constantin Film,3196621,25513752,"Adolf Hitler wakes up in a vacant lot in Berlin, with no knowledge of anything that happened after 1945. Homeless and destitute. Although everyone recognizes him, nobody believes that he is Hitler; instead, they think he is either a comedian, or a method actor.",2015-10-08
Addicted to Fresno,301629,Comedy,Andrea Sperling Productions,0,0,"Two co-dependent sisters, a recovering sex addict and a lonely lesbian who work as hotel maids in Fresno, go to ludicrous lengths to cover up an accidental crime.",2015-09-01
Rock the Kasbah,253414,Comedy,Shangri-La Entertainment,15000000,3020664,"A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own.",2015-10-22
Synchronicity,347945,Thriller,Soapbox Films,0,4505,"In this mind-bending 'Sci-Fi Noir' a daring physicist folds time to travel into the past, trying to stop a mysterious woman from stealing his invention. But once there, he uncovers a surprising truth about the machine, the woman, and his own fractured reality.",2015-07-22
